username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
blanchettcom,Cate Blanchett Fan,https://twitter.com/blanchettcom/status/1249247391468990465,"""Happy Easter from the Cate Blanchett Fan Team!

#cbf #cateblanchett #happyeaster #joyeusespâques #froheostern #buonapasqua #felizpascua #felizpáscoa #ПраздникомПасхи #GodPåske #ΚαλόΠάσχα #VrolijkPasen #GladPåsk #復活節快樂 #행복한 #부활절이 #되시길… https",2020-04-12 01:06:00,73,7,3,,0,cbf | cateblanchett | happyeaster | joyeusespâques | froheostern | buonapasqua | felizpascua | felizpáscoa | ПраздникомПасхи | GodPåske | ΚαλόΠάσχα | VrolijkPasen | GladPåsk | 復活節快樂 | 행복한 | 부활절이 | 되시길,17,,https://pbs.twimg.com/media/EVY34ZvXQAAmWiJ.jpg
tweetwithkieran,Kieran Meredith,https://twitter.com/tweetwithkieran/status/1248165203553816579,"""..if you haven’t posted up pics of your home made wannabe kentucky fried chicken are you even in isolation? 

p.s. i’m hating bc i cbf doing what is involved #lols… https",2020-04-09 01:25:00,3,,0,,0,lols,1,,
,,https://twitter.com/Crypto_Bitlord/status/1248187587908366336,"""I can easily put membership on hold but tbh I cbf and with this sort of action I have great respect for the business 

Many other gyms continued to charge at full rate exploiting the situation.

These gyms can burn 🔥""",2020-04-09 02:54:00,32,1,7,,0,,0,,
,,https://twitter.com/Feloniie/status/1247708019175174146,"""I just cbf charging people for my banners, they aren't pay worthy quality yet if you know what I mean… """,2020-04-07 19:09:00,2,,1,,0,,0,,
chesapeakebay,Chesapeake Bay Foundation,https://twitter.com/chesapeakebay/status/1247639541114122240,"""Watch as CBF Field Educator Liz Yocom details how riparian buffers can improve stream health and identifies several macroinvertebrates that can be found in streams! https",2020-04-07 14:37:00,4,3,0,,0,,0,,
,,https://twitter.com/SCuttre/status/1247684609606811648,"""Really, well all I can say is that I know the name. But I can't tell you how many Americans only know the name Neymar and not that he's the greatest and the most hated on player in any sport I've ever seen. Still my favorite and the greatest player I've ever seen!… https",2020-04-07 17:36:00,2,,1,,0,,0,,
leaguekick442,Cameroon Football League & Kick442.com,https://twitter.com/LeagueKick442/status/1247648098836496389,"""Ronaldinho released after 32 days in prison https",2020-04-07 15:11:00,1,1,0,,0,,0,,
yoursaraaziz,Maisara,https://twitter.com/yoursaraaziz/status/1247107300520681472,"""I cbf w celebs’ ig live tbh but I was on this last night and Bieber is soooooo in love w Hailey I’m my heart explod… """,2020-04-06 03:22:00,7,6,1,,0,,0,,
shekicksmag,She Kicks - women's football magazine,https://twitter.com/SheKicksMag/status/1247411438941089792,""".@CBF_Futebol has announced financial support measures for 140 clubs, including the 52 sides of the Women's Championship @BRFeminino 
https",2020-04-06 23:30:00,12,6,0,CBF_Futebol | BRFeminino,2,,0,,
rickymalcolm,Ricky Malcolm,https://twitter.com/rickymalcolm/status/1247386451521593344,"""Knocking off early today. Desks a mess but I really cbf 😂… """,2020-04-06 21:51:00,7,,0,,0,,0,,https://pbs.twimg.com/media/EU-bXPUVAAEvd5v.jpg
toddthepainter,ToddthePainter,https://twitter.com/toddthepainter/status/1246317832637308931,"""That's the kindling sorted.
Western Red Cedar💅
Got a far bit still to split😬
I should bag it up & sell it but cbf.… """,2020-04-03 23:05:00,16,,6,,0,,0,,https://pbs.twimg.com/media/EUvPZ7vUwAAVaUy.jpg | https://pbs.twimg.com/media/EUvPa7NU0AAM1NA.jpg | https://pbs.twimg.com/media/EUvPch2U4AAP65T.jpg
canadasocceren,Canada Soccer,https://twitter.com/CanadaSoccerEN/status/1246215830100156417,"""Thanks for the nomination @ThornsFC ! 

Here's our #FootballClubChallenge",2020-04-03 16:19:00,98,9,1,ThornsFC,1,FootballClubCha,1,,https://pbs.twimg.com/media/EUtYSHJWoA0DqxN.jpg | https://pbs.twimg.com/media/EUtYWKEWsAUk0PP.jpg | https://pbs.twimg.com/media/EUtYYmFWsAY2CsT.jpg | https://pbs.twimg.com/media/EUtY1tCXgAASvc6.jpg
goodguyuruguay,esteban ,https://twitter.com/GoodGuyUruguay/status/1247328296565493760,"""It’s 2020 middle of a pandemic and everyone’s still blaming Liverpool fans in the comments ffs I cbf… """,2020-04-06 18:00:00,,,0,,0,,0,,
theruleteros,Everton in Chile,https://twitter.com/theruleteros/status/1246367285708754945,"""Time for some feel good pictures. Were you at any of the @CBF_Futebol @Everton & @evertonsadp featured? Please share your memories… https",2020-04-04 02:21:00,27,2,0,CBF_Futebol | Everton | evertonsadp,3,,0,,https://pbs.twimg.com/media/EUv8bWyXgAEpStD.jpg | https://pbs.twimg.com/media/EUv8bsHXgAAoYYL.jpg | https://pbs.twimg.com/media/EUv8b2uXYAAOuvV.jpg | https://pbs.twimg.com/media/EUv8cCrXkAASJiz.jpg
robertmcginney,яɑʙ,https://twitter.com/robertmcginney/status/1245739307450671106,"""Cbf wae that Kilmarnock chat man absolutely pipin… """,2020-04-02 08:46:00,5,1,1,,0,,0,,https://pbs.twimg.com/media/EUnBRRtX0AAkV4H.jpg | https://pbs.twimg.com/media/EUnBRRvX0AAg6av.jpg
cbfuk,Creating Better Futures,https://twitter.com/CBFUK/status/1245779313150083072,"""Happy Birthday to @USuperConnector! 🎈🎉

Ula is a very dedicated CBF supporter. She is kindly celebrating her birthday with a facebook fundraiser for us https",2020-04-02 11:25:00,2,1,0,USuperConnector,1,,0,,https://pbs.twimg.com/media/EUnlrnHWsAkkxk0.jpg
obracko,Oliver Bracko,https://twitter.com/OBracko/status/1245681264969089030,"""Please check out our (virtual) poster 407  #AATADPD #virtualconference about VEGF signaling in CBF reductions in a mouse model of AD. It is a bit disappointing that we can not be there in person, but we have to do to best under the current circumstances.… https",2020-04-02 04:55:00,31,7,3,,0,AATADPD | virtualconferen,2,,https://pbs.twimg.com/media/EUmL8akWkAIrY44.jpg
nc_cbf,Northern California Cherry Blossom Festival ,https://twitter.com/NC_CBF/status/1245022338715758593,"""Take 2 of #TheGreatAmericanTakeout, order at least 1 #takeout or #delivery from #JapantownSF 🥡 Thank you for supporting our community, see https",2020-03-31 09:17:00,4,2,0,,0,TheGreatAmerica | takeout | delivery | JapantownSF,4,,https://pbs.twimg.com/media/EUa9KqBUEAIXOov.jpg | https://pbs.twimg.com/media/EUa9MW4VAAEHRJC.jpg
cbfinfo,CBF,https://twitter.com/cbfinfo/status/1245743334750130184,"""Does Coronavirus Give You Chance to Take the ‘Great Pause’? --> great column via @EthicsDaily from CBF Leadership Scholar Jessica McDougald https",2020-04-02 09:02:00,4,2,0,EthicsDaily,1,,0,,
vntcaz,Caz(za),https://twitter.com/vntcaz/status/1244482686107807746,"""Every time I buy tissue boxes, I always buy like 5-10 at a time bc I cbf going to the supermarket often .. but now I can only buy 2 at a time fml""",2020-03-29 21:32:00,6,,1,,0,,0,,
uhpio,ρισ ❦,https://twitter.com/UhPio/status/1245237909080301571,"""Someone play the cup with me just chill I CBF sweating""",2020-03-31 23:33:00,9,,0,,0,,0,,
holyboptism,ܓܝܘܪܓܝܣ,https://twitter.com/holyboptism/status/1244594859488362497,"""plz no one else like that tweet cbf wallah""",2020-03-30 04:58:00,3,,0,,0,,0,,
brain_bfm,Cerebral Blood Flow and Metabolism,https://twitter.com/brain_bfm/status/1244725273171496960,"""Great to see more exploration of the role of pericytes in CBF control. Still more to learn about how this control works though, particularly in conjunction with arteriolar regulation.… https",2020-03-30 13:36:00,3,,0,,0,,0,,
,,https://twitter.com/RUOKAnny/status/1244669606083649540,"""“my guy’s over here having corocoro, he’s not able to do his job now cos he needs to stay home with his mild symptoms and that…”

- @kelechnekoff @SayYourMindPod 

sidenote, looks like the lazy prick was lying and just cbf going to work",2020-03-30 09:55:00,7,2,1,kelechnekoff | SayYourMindPod,2,,0,,
dreamapart14,DreamApart/BennLiviero,https://twitter.com/DreamApart14/status/1244748560538705920,"""Late Night Fifa Cbf for champs, so Im going to do Draft To Glory Series, I just prefer it so much more, Something to grind for <3""",2020-03-30 15:09:00,5,,1,,0,,0,,
,,https://twitter.com/dianey2/status/1243937796244402176,"""Re",2020-03-28 09:27:00,7,,0,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1243937303531266048,"""#WorldCupAtHome | 🇳🇱 v 🇧🇷

⚪️ v 🟣 This will be the teams’ 4th World Cup clash. In the 1st in 1974, the incomparable @JohanCruyff set up the 1st & volleyed home the 2nd as the @OnsOranje, in white, beat @CBF_Futebol, in blue, 2-0

WHAT. A. PLAYER.

#WorldCup | #StayAtHome""",2020-03-28 09:25:00,84,11,1,JohanCruyff | OnsOranje | CBF_Futebol,3,WorldCupAtHome | WorldCup | StayAtHome,3,,
anoushkamc,𝑨𝒏𝒐𝒖𝒔𝒉𝒌𝒂 𝒙,https://twitter.com/AnoushkaMc/status/1244001822311931908,"""Someone’s just slid into my Facebook dms, actual cbf with this lockdown anymore""",2020-03-28 13:42:00,2,,0,,0,,0,,
fifaworldcup,FIFA World Cup,https://twitter.com/FIFAWorldCup/status/1243938439315275776,"""#WorldCupAtHome | 🇳🇱 v 🇧🇷

@CBF_Futebol edged @OnsOranje in a 5-goal thriller at USA 1994 that gave birth to @bebeto7's iconic celebration 👶

#WorldCup | #StayAtHome""",2020-03-28 09:30:00,91,15,2,CBF_Futebol | OnsOranje | bebeto7,3,WorldCupAtHome | WorldCup | StayAtHome,3,,
,,https://twitter.com/WeAretheDoomed/status/1242974861766676482,"""Either we take all of it serioualy or none of it. The same people who were defending CBF harrased this woman and doxxed and accused her of being a Russian puppet LAST year over just the ""touching"" part of her story. She tried coming forqard again I. January… https",2020-03-25 17:41:00,2,,2,,0,,0,,
itsnotkay,kay⁷ shiba,https://twitter.com/itsnotkay/status/1243104555312635905,"""wow was about to sleep at 8 bc cbf but bro really came through with KFC and told me to watch b99 🥺❤️""",2020-03-26 02:16:00,10,,1,,0,,0,,
sorifl2,Sorif,https://twitter.com/SorifL2/status/1243413512606498817,"""Just edited a vid super quick with some clips from today and yesterday, uploading in like an hour, didnt rly sync the clips to the music but cbf""",2020-03-26 22:44:00,23,,0,,0,,0,,
,,https://twitter.com/benjiz77/status/1243049789907857409,"""cbf entering all the info and waiting 60 days… """,2020-03-25 22:38:00,1,,1,,0,,0,,
,,https://twitter.com/_curly_ju/status/1243026782560727045,"""Have SUCH a big pile of laundry I cbf folding 🤷… """,2020-03-25 21:07:00,2,,1,,0,,0,,
,,https://twitter.com/benjiz77/status/1242336361463468033,"""as ive said mutliple times, if i cbf i could get all my followers back and impression farm hard but i just cbf only reason im doing it is cause school closed… https",2020-03-23 23:24:00,4,,0,,0,,0,,
waa_ayaan,ayan (a-yarn),https://twitter.com/waa_ayaan/status/1243110740786962432,"""who knew establishing a routine would be so damn hard! help i cbf""",2020-03-26 02:41:00,10,,2,,0,,0,,
3_docherty,connor,https://twitter.com/3_docherty/status/1242202727238819841,"""Cbf getting stopped every day by the police going to and from work""",2020-03-23 14:33:00,8,,0,,0,,0,,
chicagobarfound,The Chicago Bar Foundation,https://twitter.com/ChicagoBarFound/status/1242520207329038336,"""CBF Manager of Development & Events, Elena Dennis",2020-03-24 11:34:00,5,1,0,,0,,0,,https://pbs.twimg.com/media/ET5Qo_oXkAAlfsk.jpg
mishra_cbf_lab,Anusha Mishra,https://twitter.com/Mishra_CBF_Lab/status/1241480617843294210,"""Stricker measures now may allow life to return to some semblance of normalcy sooner (as in weeks, not months or years). Authorities aren't enforcing this very well. We must take individual responsibility!
https",2020-03-21 14:43:00,6,,1,,0,,0,,
alicenugent_,alice ,https://twitter.com/alicenugent_/status/1241515501404250117,"""cbf to get proper screens but my gal looking cuute 🥰… """,2020-03-21 17:02:00,5,,0,,0,,0,,https://pbs.twimg.com/media/ETq7tzuXQAA7czO.jpg | https://pbs.twimg.com/media/ETq_w9KX0AEZiVN.jpg
,,https://twitter.com/ISwitchOnLights/status/1240689049242726401,"""Germany vs Brazil… """,2020-03-19 10:18:00,101,3,18,,0,,0,,
humor_dna,Peejay,https://twitter.com/Humor_DNA/status/1241246147655528448,"""** Thief came at CBF's Home **

Theif(showing gun)",2020-03-20 23:11:00,3,5,2,,0,,0,,
nazal10line,Zekerie Mohamed SALAH - Nazal,https://twitter.com/Nazal10line/status/1240653794691764224,"""Stadium Mogadishu close to end.

@England @CBF_Futebol @MilliTakimlar @swedense you’re invited to the first game.… """,2020-03-19 07:58:00,13,,1,England | CBF_Futebol | MilliTakimlar | swedense,4,,0,,https://pbs.twimg.com/media/ETewBsIXQAASm2F.jpg | https://pbs.twimg.com/media/ETewBsJXsAYfsvJ.jpg | https://pbs.twimg.com/media/ETewBsQWsAEsJ5x.jpg | https://pbs.twimg.com/media/ETewBscXsAAW7Vn.jpg
deevinefeminine,darinie ,https://twitter.com/deevinefeminine/status/1240735870786793472,"""When I hear pro-life chat I really need to start piping up and saying I’VE HAD AN ABORTION, look at me now.. I’m glowing!!!!! 

I’ve spent too long staying out of it as I CBF with the judgement and/or pity that I know they’d feel inclined to give me.""",2020-03-19 13:24:00,8,,1,,0,,0,,
,,https://twitter.com/AndrePessoaM/status/1240764600020238341,"""Get out man… """,2020-03-19 15:18:00,18,,0,,0,,0,,
ruga1993,Danny Ruga ,https://twitter.com/Ruga1993/status/1240141164705124352,"""99% of the people complaining that the AFL is going ahead dont actually give a shit about the health issues, they just cbf with a compromised season. Play on until advised otherwise by medical professionals, there is no reason as to why the season can't continue #afl #COVID19au""",2020-03-17 22:01:00,8,1,0,,0,afl | COVID19au,2,,
nc_cbf,Northern California Cherry Blossom Festival ,https://twitter.com/NC_CBF/status/1240082458139217920,"""🥡🛍️ Please #shoplocal in #JapantownSF, our #smallbusiness community needs support more than ever! Stay safe and well everyone 🙏🌸 #localbusiness #local #Japantown #SanFrancisco #SF… https",2020-03-17 18:07:00,11,8,1,,0,shoplocal | JapantownSF | smallbusiness | localbusiness | local | Japantown | SanFrancisco | SF,8,,https://pbs.twimg.com/media/ETWjcr1UMAAzMfm.jpg
,,https://twitter.com/missjessyjess/status/1240096908112039937,"""No I just finished as Leon. I CBF going through it again… """,2020-03-17 19:05:00,5,,2,,0,,0,,
keywringbrown,K.B,https://twitter.com/keywringbrown/status/1239670308124196869,"""Really really cbf with work can we go into lock down now?""",2020-03-16 14:50:00,3,,0,,0,,0,,
leonapatersonn,Leona Paterson,https://twitter.com/Leonapatersonn/status/1239662393128620041,"""I’m due putting my phone in the bin, Cbf reading anything related to cornavirus much longer 🤭""",2020-03-16 14:18:00,19,1,2,,0,,0,,
,,https://twitter.com/sameolds8485/status/1240161438494121984,"""Its close but Hirds 2 x Flags give him the nod. Remembering that injury curtailed his career also.
Hird. 2 x P/Ship. 1 as Captain. 1 x Norm Smith 5 x EBF, 5 x AA
Buckley",2020-03-17 23:21:00,12,,6,,0,,0,,
lilyhaycraft1,.,https://twitter.com/LilyHaycraft1/status/1239706693749129216,"""Reckon I'll break out the old colouring books..
Bored of TV, phone is annoying me
And I cbf to read or write 🤷🏻‍♀️""",2020-03-16 17:14:00,2,,0,,0,,0,,
a2msportconsult,A2M Sport Consulting,https://twitter.com/A2MSportConsult/status/1239639430350200832,"""📸 Tournoi de France",2020-03-16 12:47:00,6,2,0,,0,,0,,https://pbs.twimg.com/media/ETQVfPIXYAEhyxP.jpg
stoienteeth,get that fire exit door,https://twitter.com/stoIenteeth/status/1239717730120396800,"""never have i ever innocent edition
 
 🥺- never 
 🥵- i have

1. 🥺
2. 🥵
3. 🥺
4. 🥵
5. 🥵
6. 🥵
7. 🥺
8. 🥺
9. 🥺
10. 🥺
11. 🥺
12. 🥺
13. 🥺
14. 🥺
15. 🥺

I cbf sending this to anyone just ask @dysphoricethan2""",2020-03-16 17:58:00,2,,0,dysphoricethan2,1,,0,,
christbookfinds,Christian Book Finds,https://twitter.com/ChristBookFinds/status/1239718232883376132,"""10% of your purchases made through CBF Amazon affiliate links will help to support a new #charity each month. https",2020-03-16 18:00:00,1,1,0,,0,charity,1,,
fawnn__,InC Fawn,https://twitter.com/Fawnn__/status/1239376624115527680,"""Just woke up but I cbf with today so I’m going back to sleep🥺""",2020-03-15 19:23:00,6,,2,,0,,0,,
goal,Goal,https://twitter.com/goal/status/1239409054079827968,"""The Brazilian Football Confederation (CBF) has announced the suspension of all national football competitions for an indefinite period, with president Rogerio Caboclo vowing to help fight the spread of coronavirus in Brazil 🇧🇷… https",2020-03-15 21:32:00,346,41,5,,0,,0,,https://pbs.twimg.com/media/ETMgtNQUcAAumGz.jpg
britishheralduk,British Herald,https://twitter.com/BritishHeraldUK/status/1239424571012497409,"""The Brazilian Football Confederation (CBF) suspended all national soccer competitions on Sunday due to the coronavirus outbreak, but said it was up to local federations to decide whether to halt the state championships currently under way.

The Brazilian  https",2020-03-15 22:33:00,1,1,0,,0,,0,,https://pbs.twimg.com/media/ETNSFENXQAAtMTb.jpg
globaltimesbiz,The Business Source,https://twitter.com/GlobalTimesBiz/status/1239405279311278080,"""The Brazilian Football Confederation (#CBF) has announced the indefinite suspension of the in-progress national competitions it coordinates, starting from Monday (local time). #football… https",2020-03-15 21:17:00,2,1,0,,0,CBF | football,2,,https://pbs.twimg.com/media/ETM8CrpU0AIAcSL.png
,,https://twitter.com/Stillberto/status/1239445074754207745,"""Brazil’s president Jair Bolsonaro criticises the CBF’s decision, calling it a case of ‘hysterics.’ Instead he suggests reducing crowd sizes. ‘canceling will not contain the virus. The economy cannot stop. It will generate unemployment.’ https",2020-03-15 23:55:00,7,2,2,,0,,0,,
cbfinfo,CBF,https://twitter.com/cbfinfo/status/1239302911437557761,"""In response to the growing COVID-19 crisis worldwide, CBF is suspending all short-term mission teams through April 30, 2020. Learn more about the decision and see all Coronavirus-related CBF updates at https",2020-03-15 14:30:00,,,0,,0,,0,,https://pbs.twimg.com/media/ETLjbi7WAAQMlqI.jpg
brasiledition,Brasil Football ,https://twitter.com/BrasilEdition/status/1239295334813237249,"""Grêmio players wore masks before their match today. 

State leagues have not been canceled yet, something CBF (Brazil’s main footballing body) does not control.… https",2020-03-15 14:00:00,68,5,1,,0,,0,,https://pbs.twimg.com/media/ETLciWUWAAQzcaa.jpg
simmo_world,Simmo,https://twitter.com/Simmo_World/status/1239288503869026311,"""After spending many years writing about sport I stepped 18 months ago, a little disillusioned with a few things in the writing community. But I'm back. Not sure where as yet, but I will be writing about and spreading the gospel of @NCAAFootball to the UK this season.

#nfluk #cbf… https",2020-03-15 13:32:00,1,,0,NCAAFootball,1,nfluk | cbf,2,,https://pbs.twimg.com/media/ETLWUYEWoAM5X4A.jpg
serieadobrasil,SÉRIE A,https://twitter.com/SerieAdoBrasil/status/1239267005401833473,"""CBF suspende todas as competições nacionais a partir desta segunda-feira.""",2020-03-15 12:07:00,901,74,10,,0,,0,,
folha,Folha de S.Paulo,https://twitter.com/folha/status/1239268639334940673,"""CBF suspende torneios nacionais por causa do coronavírus https",2020-03-15 12:14:00,170,32,7,,0,,0,,
crvgdecepcao,CRVG da Decepção,https://twitter.com/CRVGDecepcao/status/1239271005341847552,"""E o Abel que resolveu poupar alguns jogadores hoje contra o Fluminense por causa da Copa do Brasil e 2 horas antes do jogo a CBF cancelou todos os jogos da Copa do Brasil kkkkkkkkkkkkkkkkkkkkk

É um fudido mesmo""",2020-03-15 12:23:00,679,158,10,,0,,0,,
fatourgente,URGENTE,https://twitter.com/fatourgente/status/1239268012290695169,"""CBF suspende todas as competições nacionais por tempo indeterminado""",2020-03-15 12:11:00,931,108,17,,0,,0,,
,,https://twitter.com/mattashmall/status/1239270161921826823,"""Well done Thomas. Would you like to join the CBF?… """,2020-03-15 12:20:00,3,,1,,0,,0,,
nakedchalupa,Lai,https://twitter.com/nakedchalupa/status/1238696779958247425,"""I cbf with locals anymore ig I’ll ed8 again

COVID-19",2020-03-13 22:21:00,5,,2,,0,,0,,
sbavz_,SB,https://twitter.com/sbavz_/status/1238749876806012929,"""It’s a diff kind of tired if I cbf going to the room so I doze off on the couch. Great nap.""",2020-03-14 01:52:00,12,,0,,0,,0,,
missbicepslol,MeeeeL,https://twitter.com/MissBicepslol/status/1238798018289139712,"""as if i fell asleep on my chair for bloody hours. cbf""",2020-03-14 05:03:00,17,,2,,0,,0,,
,,https://twitter.com/elinorchapman/status/1238819108537413632,"""@CBF courses are excellent. Silver lining that they are developing them for online! Then this could be a huge revenue for CBF in the future!… https",2020-03-14 06:27:00,2,,1,CBF,1,,0,,
ben_salter,Ben Salter,https://twitter.com/Ben_Salter/status/1238722777143795713,"""The morons stockpiling toilet paper are annoying, but these jerks buying all the pasta have crossed a line. All of us millennials who CBF spending more than 15 minutes cooking dinner need that to live.""",2020-03-14 00:04:00,5,,2,,0,,0,,
miashort_x,mia short,https://twitter.com/miashort_x/status/1238773436513648640,"""Could cry I’m so hungry but also cbf to move n make something""",2020-03-14 03:26:00,2,,0,,0,,0,,
ball_sup,Ball_Sup (Phil Rose ,https://twitter.com/ball_sup/status/1238419943714160641,"""🛍 Carrier Bag Firm
⚽ Game 57
🎪 Parade's Off #NEWSHU #SUFC #TwitterBlades

💬 Will the CBF #CoronaVirus self isolate, Phil?
💬 How will you cope?
💬 Mate, we've got this season's Programmes, Teamsheets & Other Meaningless Bits Of Paper to file
💬 We'll be fine, Stay Safe....… https",2020-03-13 04:01:00,8,1,7,,0,NEWSHU | SUFC | TwitterBlades | CoronaVirus,4,,https://pbs.twimg.com/media/ES_AXhDXQAEQ6cN.jpg
,,https://twitter.com/lVlAYA/status/1238345808002666497,"""What in the hell does Kamala have to do with CBF not “getting justice”???? Blaming a black woman when White girl tears don’t work against the GOP!… https",2020-03-12 23:07:00,1,,0,,0,,0,,
,,https://twitter.com/KillaSarg/status/1238410381837717505,"""😯😯😯 - this was part of the budget, right? How long is this incentive running for? (I should know since I'm from Britain, but I cbf to check haha).… https",2020-03-13 03:23:00,1,,1,,0,,0,,
,,https://twitter.com/MarkSomerson/status/1238483193847824384,"""I thought you were using the CBF jetpack.… """,2020-03-13 08:12:00,1,,0,,0,,0,,
shirts_original,Charity Shop Finds' Football Shirts,https://twitter.com/shirts_original/status/1238479681092976640,"""Past international ⚽👕 charity shop finds' ⤵️

1991/93 @DFB_Team 
1994/95 @FAIreland 
1997/98 @England 
2004/05 @CBF_Futebol
 
#CharityShopFinds ⚽👕… https",2020-03-13 07:59:00,25,,2,DFB_Team | FAIreland | England | CBF_Futebol,4,CharityShopFind,1,,https://pbs.twimg.com/media/ES_0y3BWsAE74x2.jpg | https://pbs.twimg.com/media/ES_0y3AXgAAcW8G.jpg | https://pbs.twimg.com/media/ES_0y5VXYAUSr3A.jpg | https://pbs.twimg.com/media/ES_0y6_WsAErAIf.jpg
1amthewa1rus,morgs 𓂉,https://twitter.com/1amthewa1rus/status/1237941173345554432,"""Raging I’ve smashed my phone",2020-03-11 20:19:00,2,,0,,0,,0,,
,,https://twitter.com/MorganGodfery/status/1237954888547454976,"""i cbf making independent decisions anymore i’d just like to be told what to do until we’re all eventually burnt to a crisp in 2050""",2020-03-11 21:13:00,13,,1,,0,,0,,
aggiepastor86,Byron Williamson,https://twitter.com/AggiePastor86/status/1237941986402992128,"""SBC ResolutionsComm includes Chairman who's been preaching @ a non-SBC church over a yr, 2 from The Summit Church, Durham,N.C. (appt by their pastor JD Greear), & 1 is member of 1963 BF&M church in both the CBF & SBC. @BaptistNetwork 

#whateverhappenedtotheConservativeResurgence""",2020-03-11 20:22:00,35,11,5,BaptistNetwork,1,whateverhappene,1,,
dunyanews,Dunya News,https://twitter.com/DunyaNews/status/1237965819834961920,"""Brazil's World Cup qualifiers postponed due to virus concerns",2020-03-11 21:57:00,12,,0,,0,,0,,https://pbs.twimg.com/media/ES4jWmwXYAAtJMz.jpg
cbfdn,The CBF,https://twitter.com/CBFdn/status/1238027138948911104,"""Last month we published a report ‘Reducing Restrictive Intervention of Children and Young People’ jointly produced by the CBF and PABSS. Find out more about the launch event at the HoL and pledges from attendees here",2020-03-12 02:00:00,10,3,0,,0,,0,,https://pbs.twimg.com/media/ES5bHhMX0AMQqKF.jpg
nwsltechsupport,✩ NWSL ✩ tech ✩ support ✩,https://twitter.com/nwsltechsupport/status/1237474553128865793,"""anyway I wish fans of US Soccer were half as pissed at Carlos Cordiero as fans of CBF are at Marco Aurélio Cunha""",2020-03-10 13:24:00,19,3,1,,0,,0,,
fifawwc,FIFA Women's World Cup,https://twitter.com/FIFAWWC/status/1237479782696341509,"""🇧🇷 Positives aplenty for Pia's @CBF_Futebol at the Tournoi de France ✅

🔗Among them the telepathy between Marta & Bia Zaneratto 🤝

🚌 Dancing on team coaches off the field. Dancing through defences on it 💃
https",2020-03-10 13:45:00,131,11,0,CBF_Futebol,1,,0,,
surelysarah,Surely Sarah,https://twitter.com/surelysarah/status/1238026993301508096,"""I ordered pizza because I CBF tonight and note Dominoes is offering a Zero Contact delivery option. Glad to see them protecting their drivers""",2020-03-12 02:00:00,5,,3,,0,,0,,
,,https://twitter.com/BenWoodward/status/1237498427291860992,"""5 hours later 

cbf… """,2020-03-10 14:59:00,4,,1,,0,,0,,https://pbs.twimg.com/media/ESx6QnKXQAAzCJw.jpg
bravevesperia94,Galactic Mutant,https://twitter.com/BraveVesperia94/status/1237161723351707649,"""Travelling to and from Glasgow multiple times a week is still the worst journey it’s just so long and boring I cbf.""",2020-03-09 16:41:00,2,,0,,0,,0,,
brown1993chris,Chris Brown,https://twitter.com/Brown1993Chris/status/1237252267088068608,"""Realising you don’t need a wallet nowadays just Apple Pay? But need an app for your ID... business idea for anyone that cbf.

Hope mike enjoying lunch everyday on my qantas card though 😎""",2020-03-09 22:41:00,11,,0,,0,,0,,
_gncds,nee ,https://twitter.com/_gncds/status/1237253079365349376,"""sometimes i wanna grow my hair out like kei's, but then i really cbf looking after hair that long, then other times i wanna cut my hair above my shoulders but i don't look good with hair that short welp""",2020-03-09 22:44:00,1,,1,,0,,0,,
hausofkriz,chromatica,https://twitter.com/hausofkriz/status/1236721143194759170,"""I just Postmated tide pods cause I cbf getting out of bed. Peak laziness reached😫😫😫""",2020-03-08 11:31:00,5,,1,,0,,0,,
thelibertadores,CONMEBOL Libertadores,https://twitter.com/TheLibertadores/status/1236667992689147904,"""🔴⚫ #Libertadores champions and a national-team call-up! 

🇧🇷 @gabigol, @evertonri & @Brunohenrique have all been named in the @CBF_Futebol squad that will face Bolivia and Peru in the first set of @FIFAcom
World Cup qualifiers.… https",2020-03-08 08:00:00,47,6,0,gabigol | evertonri | Brunohenrique | CBF_Futebol | FIFAcom,5,Libertadores,1,,https://pbs.twimg.com/media/EScLbYyWsAAnOSg.jpg | https://pbs.twimg.com/media/EScLcrkXkAAGhJE.jpg | https://pbs.twimg.com/media/EScLhhRXYAIvxr2.jpg
nc_cbf,Northern California Cherry Blossom Festival ,https://twitter.com/NC_CBF/status/1236755651709128704,"""Happy #InternationalWomensDay ♀️ We are beautiful, intelligent, creative, and powerful. Tag the women who inspire you in the comments ❤️ sign up to #cosplay anime #parade at https",2020-03-08 13:48:00,5,,1,,0,InternationalWo | cosplay | parade,3,,https://pbs.twimg.com/media/ESnU-TRVAAAPxQ0.jpg | https://pbs.twimg.com/media/ESnVDxnVAAAPKeo.jpg | https://pbs.twimg.com/media/ESnVFhvU8AAU--D.jpg | https://pbs.twimg.com/media/ESnVPZ3UUAA6kjR.jpg
missbicepslol,MeeeeL,https://twitter.com/MissBicepslol/status/1236841078843559937,"""Cbf with u""",2020-03-08 19:27:00,3,,0,,0,,0,,
kesielek, 𝓷𝓪𝓭𝓲𝓪,https://twitter.com/kesielek/status/1236196755508572161,"""im tired and i cbf jin ling tomorrow......

Jiujiu again??? Perhaps""",2020-03-06 23:47:00,4,,2,,0,,0,,
